ID,identifier,title,createdAt,createdBy
54302d86-3605-c37f-9a75-d61d8ad3f119,42,SANDALS FLIP FLOPS,2023-06-25T12:00:00Z,administrator@tester.com
5196008a-163d-3c8a-c156-f06cf1a1e251,43,MAASAI SANDALS,2023-06-25T12:00:00Z,administrator@tester.com
279f4ebf-93e7-5dd7-0504-42b722c55c2c,44,ARRIVALS GENUINE,2023-06-25T12:00:00Z,administrator@tester.com
d84ae046-c94e-efd7-2158-16c839e7adc2,45,VINTAGE APPAREL,2023-06-25T12:00:00Z,administrator@tester.com
1f9dbbaf-a46c-fe80-a7c0-867b672c87f6,46,FREE FIRE,2023-06-25T12:00:00Z,administrator@tester.com
61d606b6-15b4-1fe6-94a2-a9c6e793f9d8,47,THE WAREHOUSE,2023-06-25T12:00:00Z,administrator@tester.com
7cba145c-3bee-76c2-e579-0d4a17359631,48,SNEAKERS,2023-06-25T12:00:00Z,administrator@tester.com
116e680a-ec4c-2d92-d52f-e0295cb60ac2,49,RUBBER,2023-06-25T12:00:00Z,administrator@tester.com
423d8fd5-4959-e3ee-e11d-196a0720a377,50,NAVIFORCE,2023-06-25T12:00:00Z,administrator@tester.com
e7403958-2fa3-393f-137a-0f6c141a96b5,51,SKMEI 9117,2023-06-25T12:00:00Z,administrator@tester.com
355743a9-45ed-c3a0-8957-a1ceed6f8984,52,STRAP SKELETON,2023-06-25T12:00:00Z,administrator@tester.com
d172b789-fb1d-17df-92e8-ffac19d4c26d,53,STAINLESS,2023-06-25T12:00:00Z,administrator@tester.com
28ab1284-5bd0-d360-fef9-af091186af57,54,EASTERN WATCHES,2023-06-25T12:00:00Z,administrator@tester.com
2cdb51ce-2d74-efd1-f2c0-615e73d1200c,55,LUXURY DIGITAL,2023-06-25T12:00:00Z,administrator@tester.com
9c0c1d79-8da9-8d08-27fb-f0bc5561d43e,56,WATCH PEARLS,2023-06-25T12:00:00Z,administrator@tester.com
6e9f91fe-bb43-4483-ebc5-7a74c2ec1575,57,BRACELET,2023-06-25T12:00:00Z,administrator@tester.com
5f519499-de0b-fd7c-e1e5-fd86d5ef05b5,58,LOUISWILL,2023-06-25T12:00:00Z,administrator@tester.com
680caacb-02d7-a532-f1fc-534c31909b15,59,COPENHAGEN LUXE,2023-06-25T12:00:00Z,administrator@tester.com
c9014fa0-f32e-a7f5-a297-92a5024b448c,60,STEAL FRAME,2023-06-25T12:00:00Z,administrator@tester.com
41202afd-22d0-3c47-b5bd-112de85efaa7,61,DAROJAY,2023-06-25T12:00:00Z,administrator@tester.com
fde7a2f7-e3b8-1f8d-641c-462541e4d91b,62,FASHION JEWELLERY,2023-06-25T12:00:00Z,administrator@tester.com
ed0836cf-a7ce-e15b-fe2e-e60a6719e70e,63,CUFF BUTTERFLY,2023-06-25T12:00:00Z,administrator@tester.com
69dc9082-dca4-a7ce-a360-3283ae94877c,64,DESIGNER SUN GLASSES,2023-06-25T12:00:00Z,administrator@tester.com
7559a99a-a9a6-01af-3247-4ba5586d4ebd,65,MASTAR WATCH,2023-06-25T12:00:00Z,administrator@tester.com
2ebbcbb7-ec62-96b9-2495-bb83754994c2,66,CAR AUX,2023-06-25T12:00:00Z,administrator@tester.com
04af3a80-4b47-e2e4-f3e9-f80bbcb9cad1,67,W1209 DC12V,2023-06-25T12:00:00Z,administrator@tester.com
b088f951-326b-01b6-1431-e61554bef8e8,68,TC REUSABLE,2023-06-25T12:00:00Z,administrator@tester.com
25333ac5-58a1-ff8c-50fa-df0f0fea97fe,69,NEON LED LIGHT,2023-06-25T12:00:00Z,administrator@tester.com
768094d0-444c-cb3d-14b0-d343468c9980,70,METRO 70CC MOTORCYCLE - MR70,2023-06-25T12:00:00Z,administrator@tester.com
3eb1a014-fd38-3c15-63ac-25fb83d3b4f8,71,BRAVE BULL,2023-06-25T12:00:00Z,administrator@tester.com
67f0f193-1de1-d233-9a30-c3ff005aa3a1,72,SHOCK ABSORBER,2023-06-25T12:00:00Z,administrator@tester.com
03158a03-df46-2bce-0af1-97a481e7b786,73,JIEPOLLY,2023-06-25T12:00:00Z,administrator@tester.com
1dbf21aa-2bd7-df75-a042-8365f0af12c9,74,XIANGLE,2023-06-25T12:00:00Z,administrator@tester.com
c86dde1d-e561-c2f4-8e4e-2c8e2f953bc5,75,LIGHTINGBRILLIANCE,2023-06-25T12:00:00Z,administrator@tester.com
93367d4b-c896-0fcc-5dd4-43c5b9f78582,76,IFEI HOME,2023-06-25T12:00:00Z,administrator@tester.com
e6e0d675-2514-1908-3539-909d5c75771d,77,L'OREAL PARIS,2023-06-25T12:00:00Z,administrator@tester.com
84be27af-b0cf-a50a-6d5a-c136c9c5fc0f,78,YIOSI,2023-06-25T12:00:00Z,administrator@tester.com
